userid,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14
448,0,1,2,1,0,2,0,2,0,1,0,1,0,1
449,0,1,0,1,2,3,1,0,2,1,0,1,3,1
450,0,0,0,1,0,2,0,1,0,2,1,0,0,NA
451,1,1,2,2,0,0,0,0,3,0,1,0,0,2
452,4,1,3,0,2,1,1,1,1,2,NA,NA,NA,NA
453,0,2,1,2,1,0,2,0,0,0,0,0,2,0
454,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
455,0,0,0,3,1,1,0,0,0,1,1,0,1,0
456,1,1,2,2,0,0,0,1,0,1,NA,NA,NA,NA
457,2,1,0,1,2,0,1,3,2,0,1,1,2,NA
458,1,0,0,2,1,0,0,1,0,1,1,0,0,2
459,0,1,0,1,3,1,1,1,0,0,0,0,0,3
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,1,0,3,0,2,2,0,1,2,1,NA,NA,NA,NA
462,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
463,1,0,0,0,0,0,0,0,0,0,1,0,1,NA
464,1,0,0,1,2,1,4,2,2,1,1,1,0,3
465,1,0,1,2,1,0,2,2,0,2,1,1,0,4
466,2,1,1,0,1,0,1,0,2,0,NA,NA,NA,NA
467,1,1,0,0,0,1,0,0,2,1,0,0,0,0
468,0,0,2,2,1,0,1,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,1,0,0,0,0,0,0
470,1,2,1,2,0,1,2,0,0,0,0,0,1,0
471,1,1,1,1,1,0,2,1,0,2,0,0,1,0
472,3,0,1,0,2,0,0,1,0,1,0,2,0,2
473,0,0,0,0,0,0,2,0,1,1,NA,NA,NA,NA
474,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,1,2,1,0,0,0,2,0,1,0,0,0,2,0
477,0,1,1,1,1,1,0,0,1,0,1,1,2,NA
478,0,0,2,0,3,4,1,2,0,2,0,1,0,4
479,0,0,0,1,0,0,0,0,0,0,0,0,0,0
480,0,0,1,0,0,0,0,0,0,0,0,0,0,0
481,1,0,1,0,0,1,0,0,0,0,2,1,0,0
482,1,1,2,1,3,0,0,2,3,0,NA,NA,NA,NA
483,1,0,0,4,0,0,0,0,0,0,0,0,0,2
484,0,0,0,1,3,4,0,0,1,2,0,1,1,1
485,1,0,2,3,0,1,1,0,2,0,0,0,2,0
486,0,0,3,0,0,1,0,1,2,0,0,0,0,0
487,0,1,0,2,1,0,1,2,1,0,2,0,2,1
488,0,0,0,0,0,0,0,0,0,0,0,2,1,2
489,0,0,0,0,2,2,1,0,0,0,NA,NA,NA,NA
490,0,1,0,0,0,0,2,4,1,0,0,1,0,1
491,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
492,3,0,1,0,0,0,0,2,0,0,0,0,0,2
493,0,1,0,0,2,0,2,0,1,2,NA,NA,NA,NA
494,1,0,0,0,0,0,0,1,2,0,1,0,1,1
495,2,0,2,1,0,0,0,0,2,0,2,0,0,2
496,1,1,0,1,0,0,1,1,1,0,0,2,0,NA
497,0,0,0,1,2,2,0,0,2,2,1,1,1,0
498,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
499,1,0,2,1,3,3,0,0,2,2,1,0,2,2
500,1,0,0,2,4,0,2,0,1,2,1,2,1,0
501,0,0,0,1,1,0,0,0,0,0,0,0,0,0
502,2,0,1,0,0,1,0,3,0,0,0,0,0,NA
503,0,1,0,0,3,0,0,0,0,0,0,0,NA,NA
504,1,1,1,0,2,2,0,3,4,1,NA,NA,NA,NA
505,0,0,0,1,0,0,0,2,1,0,NA,NA,NA,NA
506,2,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA
507,0,1,4,2,0,1,2,2,0,0,1,1,1,0
508,0,0,0,0,0,0,0,0,0,3,0,0,0,0
509,2,1,2,2,2,3,3,0,0,0,NA,NA,NA,NA
510,0,2,3,2,1,2,0,0,1,0,1,0,1,2
511,0,0,0,0,0,0,0,0,0,1,1,1,1,0
512,0,0,2,5,3,1,0,1,1,0,NA,NA,NA,NA
513,0,1,2,3,1,0,2,1,1,3,2,1,0,1
514,0,0,0,0,0,0,0,0,0,1,0,0,0,0
515,0,0,0,0,0,2,0,0,0,0,0,0,0,NA
516,1,0,0,2,0,0,0,1,0,1,0,2,1,0
517,0,1,1,3,1,1,1,1,2,1,0,0,1,3
518,0,1,0,1,1,0,0,0,0,1,0,4,0,0
519,2,0,0,0,0,0,2,1,2,1,1,1,2,0
520,0,1,0,1,3,0,2,1,0,0,NA,NA,NA,NA
521,1,1,3,1,2,1,1,0,2,2,1,0,1,0
522,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
523,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
524,2,2,0,2,1,0,0,1,1,2,1,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0,2,0,0,0,0,0,0,1,2,2,0,2,0
527,0,2,3,1,0,2,1,1,2,0,0,1,3,1
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,0,2,0,1,0,3,1,0,1,1,1,0,0,1
530,0,0,0,0,0,0,0,1,0,0,0,1,0,0
531,0,0,1,0,0,2,0,0,0,0,NA,NA,NA,NA
532,3,1,0,0,1,1,1,1,0,0,1,1,2,NA
533,1,0,0,2,2,0,1,1,0,2,NA,NA,NA,NA
534,0,2,0,1,2,0,2,0,0,0,NA,NA,NA,NA
535,2,1,1,1,0,0,0,3,3,1,1,0,0,1
536,0,1,0,1,1,0,0,0,3,0,0,2,0,0
537,3,0,0,1,1,1,0,0,1,1,0,0,1,2
538,0,0,2,0,2,2,1,1,0,0,0,1,2,2
539,0,0,1,0,0,0,2,2,0,0,0,3,0,0
540,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA
541,0,3,0,0,2,1,0,0,0,0,NA,NA,NA,NA
542,1,1,0,0,2,1,1,0,2,1,1,0,1,1
543,0,0,0,0,0,0,0,0,0,0,0,0,1,0
544,0,1,0,2,2,0,0,1,1,0,NA,NA,NA,NA
545,0,0,2,1,2,1,0,0,2,0,0,2,1,0
546,0,0,0,2,2,1,1,2,0,1,1,0,0,1
547,1,0,1,0,1,1,0,0,4,1,NA,NA,NA,NA
548,2,1,4,0,0,1,1,1,2,1,0,0,0,0
549,1,0,3,1,1,1,0,1,0,1,0,0,1,0
550,1,0,1,3,2,2,0,2,1,0,0,0,0,0
551,1,0,2,1,0,1,1,1,1,0,NA,NA,NA,NA
552,0,3,3,0,0,0,0,0,0,0,0,0,0,0
553,0,0,0,3,1,0,0,0,0,1,0,1,1,0
554,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
555,1,1,3,1,1,0,1,1,0,0,0,0,0,2
556,3,0,0,1,0,1,0,0,0,0,2,1,1,1
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,0,1,1,0,0,0,2,0,0,1,0,0,0,1
559,0,2,0,0,0,0,2,3,0,0,NA,NA,NA,NA
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,0,2,1,1,1,0,0,0,0,0,0,0,0,0
562,0,0,1,0,2,1,1,1,0,0,0,0,0,NA
563,2,1,0,4,0,3,0,2,2,0,0,1,2,1
564,0,2,1,0,0,0,1,1,2,1,7,1,0,0
565,0,1,0,0,0,0,2,1,1,0,NA,NA,NA,NA
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,2,2,0,1,0,1,3,1,1,1,1,2,0,0
568,1,0,0,0,2,1,0,0,0,0,NA,NA,NA,NA
569,2,0,1,2,0,0,0,2,4,0,0,0,1,0
570,0,1,0,0,0,1,0,1,5,1,0,1,1,NA
571,1,2,0,0,0,0,0,0,0,0,2,0,2,0
572,0,2,0,0,2,3,0,0,0,0,NA,NA,NA,NA
573,2,1,2,1,2,0,0,0,0,0,1,1,0,1
574,2,2,0,0,0,0,0,1,3,0,1,1,0,2
575,0,0,1,0,1,3,3,0,2,0,0,0,0,0
576,1,2,0,0,0,0,0,0,0,0,0,0,0,0
577,0,0,1,0,0,0,0,1,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,0,0,0,0,2,0,0,0,0,0,0,0,0,0
580,2,0,1,1,1,1,1,0,1,1,NA,NA,NA,NA
581,0,1,1,1,1,2,0,2,3,1,NA,NA,NA,NA
582,0,2,1,0,1,2,2,0,0,1,0,0,1,NA
583,1,0,1,2,2,0,1,2,2,3,0,0,0,0
584,0,2,1,2,2,1,2,1,0,4,2,0,0,0
585,0,1,0,2,1,2,1,1,0,2,NA,NA,NA,NA
586,2,0,1,0,1,1,0,0,1,1,1,1,1,2
587,0,0,0,0,0,0,0,0,0,1,0,0,0,1
588,0,1,0,0,2,1,2,0,0,0,NA,NA,NA,NA
589,0,1,0,3,0,3,2,3,1,1,3,0,1,NA
590,2,2,0,1,0,2,0,0,1,4,0,0,2,2
591,1,1,3,3,1,0,0,0,2,1,NA,NA,NA,NA
592,0,2,1,0,2,2,1,0,1,1,1,0,0,NA
593,2,0,0,1,2,2,0,1,3,0,NA,NA,NA,NA
594,0,2,0,1,0,3,1,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
597,1,2,1,0,0,0,0,3,0,0,0,0,0,0
598,0,1,0,0,2,1,2,1,1,1,1,0,1,1
599,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
600,2,0,0,0,0,1,0,0,0,0,1,1,0,0
601,1,1,2,0,1,2,0,0,1,1,2,0,0,2
602,2,0,1,0,1,0,0,0,1,2,NA,NA,NA,NA
603,0,0,1,3,3,0,0,0,0,0,1,0,1,0
604,0,2,0,0,0,3,1,0,0,1,2,1,0,0
605,0,0,0,0,3,0,2,0,0,0,NA,NA,NA,NA
606,0,0,0,1,1,0,0,2,0,2,2,0,0,0
607,1,0,0,3,0,1,1,1,2,1,NA,NA,NA,NA
608,0,2,0,0,2,0,3,1,3,0,2,0,1,1
609,0,1,1,2,2,2,1,1,0,1,3,1,0,0
610,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,NA
611,0,1,0,1,0,0,0,0,0,0,0,0,0,0
612,0,0,0,0,0,0,0,1,0,0,1,0,0,0
613,2,0,0,1,2,0,0,0,3,2,0,1,1,0
614,1,0,0,0,0,0,0,0,0,0,0,1,0,0
615,0,1,0,0,1,2,1,0,0,0,1,0,1,2
616,0,0,2,1,0,0,0,1,0,0,0,2,0,0
617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,2,3,0,1,0,0,0,0,1,1,1,1,0,3
619,0,2,0,0,0,0,0,0,0,0,0,0,0,0
620,2,0,1,0,0,1,0,0,1,0,0,0,0,0
621,1,1,0,2,2,2,2,3,2,1,0,0,1,0
622,1,1,0,2,2,2,1,1,0,1,NA,NA,NA,NA
623,0,1,0,1,2,0,0,0,1,1,NA,NA,NA,NA
624,1,2,0,0,0,0,5,0,0,0,2,0,0,1
625,3,0,0,0,2,0,2,0,0,0,0,0,0,0
626,1,1,0,2,1,1,1,1,1,1,NA,NA,NA,NA
627,1,1,1,0,0,1,0,0,2,0,2,1,0,1
628,0,0,0,0,0,3,0,4,0,0,0,0,0,0
629,0,1,2,1,2,1,0,1,0,2,1,0,1,0
630,0,0,1,0,0,0,0,0,0,0,0,0,1,1
631,1,0,0,2,1,2,0,0,3,1,1,0,0,NA
632,0,1,0,2,1,3,0,1,0,3,NA,NA,NA,NA
633,1,1,0,2,1,0,3,2,0,1,0,0,0,0
634,1,0,0,1,1,2,1,0,1,0,2,0,3,0
635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,0,2,1,0,0,2,1,1,0,0,NA,NA,NA,NA
637,1,3,1,0,1,1,0,0,0,2,NA,NA,NA,NA
638,1,1,0,1,1,2,1,2,2,1,0,3,1,0
639,0,0,0,0,1,2,0,0,0,0,1,0,0,0
640,0,0,1,0,1,1,0,0,1,1,0,2,0,2
641,3,0,0,0,0,1,1,1,0,1,2,1,2,0
642,0,0,0,0,2,0,0,2,1,1,2,1,1,0
643,0,2,0,0,1,0,2,4,1,1,2,0,2,0
644,0,2,0,1,0,0,0,0,1,0,3,2,1,0
645,2,1,2,1,0,2,0,0,1,0,NA,NA,NA,NA
646,2,0,0,2,0,1,2,0,2,0,1,1,2,NA
647,2,0,0,0,2,1,0,1,2,2,1,0,0,0
648,1,1,1,0,1,2,1,0,0,0,NA,NA,NA,NA
649,2,1,0,1,0,1,1,1,0,3,1,0,0,2
650,1,1,1,0,0,1,2,1,0,2,NA,NA,NA,NA
651,2,0,1,1,3,2,0,2,2,0,2,0,0,0
652,0,0,1,0,2,0,0,1,1,1,0,0,0,1
653,0,2,0,2,2,2,2,1,1,1,0,0,0,1
654,0,1,4,0,1,1,0,2,0,0,3,0,1,0
655,0,0,0,0,0,0,0,0,2,4,0,0,1,0
656,2,1,2,0,0,0,2,0,0,0,NA,NA,NA,NA
657,1,3,0,0,1,0,0,0,0,0,0,1,0,1
658,1,1,3,0,1,0,0,0,2,1,0,0,2,1
659,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
660,0,0,0,0,0,0,0,0,0,0,0,0,0,1
661,0,0,0,0,0,0,3,0,0,0,0,0,0,2
662,1,2,1,0,3,0,1,0,1,1,1,1,1,0
663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,1,2,0,0,1,1,1,1,0,0,0,1,0,0
665,0,2,0,0,1,0,1,0,1,4,0,0,0,0
666,0,0,0,0,0,2,1,0,0,1,1,1,1,2
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,0,0,1,0,0,2,2,2,1,1,NA,NA,NA,NA
669,0,1,4,1,1,0,1,0,1,0,0,0,0,0
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,0,0,0,1,0,1,0,0,0,0,0,0,1,1
672,0,0,1,0,0,0,0,1,0,0,1,0,0,0
673,1,2,4,0,0,0,2,0,0,0,NA,NA,NA,NA
674,1,0,2,2,0,1,0,1,0,2,NA,NA,NA,NA
675,0,2,0,0,0,0,0,0,1,2,0,0,1,3
676,0,1,1,2,0,3,0,0,0,0,NA,NA,NA,NA
677,2,3,0,0,0,0,0,0,0,0,3,0,1,1
678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,0,1,0,3,2,1,1,1,0,4,0,0,0,1
680,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
681,4,0,1,0,1,1,1,0,0,0,0,0,0,1
682,1,0,0,1,1,1,0,1,1,5,NA,NA,NA,NA
683,1,0,0,0,0,0,2,0,1,0,2,0,0,2
684,1,2,0,0,2,2,0,0,0,1,1,0,1,0
685,1,4,0,1,1,0,0,0,0,0,NA,NA,NA,NA
686,0,0,0,0,0,0,0,0,0,0,0,0,1,0
687,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
688,1,1,0,1,1,0,1,3,2,0,2,3,1,1
689,2,0,0,0,0,0,1,0,0,0,3,0,1,NA
690,1,0,1,0,3,1,2,1,1,0,NA,NA,NA,NA
691,0,3,0,0,0,1,1,1,2,0,2,0,0,0
692,0,1,2,1,0,0,1,1,2,1,0,0,0,0
693,0,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA
694,0,6,1,1,0,2,0,2,1,0,NA,NA,NA,NA
695,2,1,2,0,0,0,0,2,2,0,1,0,0,NA
696,1,0,0,0,1,3,3,1,0,1,0,0,0,1
697,0,1,0,0,0,2,1,2,0,2,NA,NA,NA,NA
698,0,2,2,2,3,1,1,2,2,0,NA,NA,NA,NA
699,0,2,1,1,2,1,0,0,0,2,NA,NA,NA,NA
700,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA
702,0,1,0,2,1,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
705,1,0,1,0,0,0,0,2,1,1,0,3,1,2
706,2,0,0,0,0,0,0,0,1,2,1,0,0,0
707,0,0,0,0,0,1,0,1,1,1,0,1,0,1
708,1,0,0,0,0,1,1,0,2,0,2,2,2,NA
709,0,6,1,1,0,0,2,1,0,2,4,1,2,0
710,2,0,1,0,2,0,1,1,1,0,2,1,1,0
711,0,0,0,0,0,0,1,2,0,2,0,2,1,2
712,0,1,0,1,3,0,2,0,0,0,0,0,0,0
713,1,3,0,1,0,1,2,1,0,2,0,0,0,0
714,1,1,1,1,2,0,3,3,0,2,7,1,NA,NA
715,1,1,1,1,4,1,1,0,1,2,3,0,1,0
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,0,3,3,3,0,1,2,0,3,0,NA,NA,NA,NA
718,1,4,0,0,1,0,0,1,1,0,0,0,0,1
719,0,0,0,0,0,3,0,0,0,1,2,0,0,0
720,1,3,2,1,2,2,3,0,1,0,3,0,1,0
721,1,0,1,0,2,0,0,2,0,0,NA,NA,NA,NA
722,0,0,0,0,2,0,0,1,1,1,NA,NA,NA,NA
723,0,1,2,0,1,0,0,0,3,1,1,2,0,1
724,0,1,0,2,1,0,0,1,0,0,0,0,0,0
725,1,0,1,2,1,1,0,0,1,1,NA,NA,NA,NA
726,3,1,2,1,1,0,1,3,1,1,0,3,1,1
727,0,0,0,0,2,2,0,0,0,0,0,0,0,0
728,0,1,2,1,1,1,1,2,0,1,3,2,0,1
729,0,0,2,1,0,0,0,1,0,0,0,0,0,0
730,0,1,0,0,0,0,0,0,1,1,1,1,0,3
731,0,2,0,0,0,2,3,0,1,4,1,2,3,NA
732,0,0,1,2,0,0,0,0,0,0,NA,NA,NA,NA
733,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA
734,1,0,0,3,1,0,0,1,0,1,2,0,1,1
735,0,1,0,0,1,1,0,0,0,1,2,0,0,4
736,0,1,1,1,0,3,0,0,0,2,3,1,0,1
737,0,1,0,2,0,1,0,4,0,0,1,0,1,2
738,1,2,3,0,0,0,1,0,3,3,NA,NA,NA,NA
739,2,0,0,0,0,1,2,2,0,1,1,0,0,0
740,0,0,0,0,0,0,0,0,0,0,0,0,0,2
741,1,2,3,1,2,2,1,0,2,1,0,1,0,1
742,0,0,1,0,0,0,1,0,2,0,1,0,1,0
743,1,1,0,2,0,0,0,0,0,0,NA,NA,NA,NA
744,2,1,0,3,0,0,1,0,0,0,1,NA,NA,NA
745,1,2,0,1,2,2,0,2,2,1,0,0,2,2
746,0,3,1,0,1,0,1,1,1,0,0,0,0,0
747,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
748,0,1,1,1,2,1,1,0,2,0,0,0,1,1
749,0,1,1,0,0,2,0,2,0,2,NA,NA,NA,NA
750,1,1,0,0,0,2,0,0,0,1,0,1,0,0
751,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
752,3,1,1,1,2,1,2,0,0,2,NA,NA,NA,NA
753,0,2,0,0,1,0,0,4,0,0,0,0,0,0
754,1,0,0,1,0,1,1,0,1,4,0,0,1,1
755,0,2,0,0,0,0,0,0,1,1,2,0,0,2
756,0,0,0,0,0,3,1,2,1,0,NA,NA,NA,NA
757,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
758,1,0,1,1,1,2,0,1,2,1,NA,NA,NA,NA
759,0,0,1,2,1,0,0,1,3,0,0,0,2,0
760,0,0,0,0,0,0,0,0,0,0,1,2,0,1
761,0,0,0,0,0,0,0,0,0,0,1,0,0,0
762,0,2,1,2,1,2,0,1,0,0,0,0,2,1
763,0,0,0,2,0,0,0,0,2,0,2,0,2,0
764,2,2,0,1,0,1,0,0,0,0,1,1,1,2
765,0,0,0,0,1,0,0,2,0,0,2,0,0,0
766,0,0,1,0,0,1,0,1,0,0,0,0,1,0
767,0,1,0,2,1,1,0,1,0,0,1,0,0,0
768,0,1,0,1,2,0,0,0,0,1,2,1,0,0
769,0,0,2,2,0,0,0,0,0,0,0,0,0,0
770,0,0,0,1,1,0,1,0,1,0,0,0,0,0
771,0,0,2,1,1,0,4,2,1,1,0,1,1,1
772,0,0,1,1,0,2,1,1,0,0,1,0,1,3
773,0,0,0,1,2,2,0,3,2,0,0,0,3,1
774,2,0,0,4,1,1,1,2,1,0,1,1,1,0
775,1,1,0,0,1,0,0,0,0,2,NA,NA,NA,NA
776,2,0,0,2,0,0,0,0,0,2,0,0,1,0
777,1,1,1,1,1,3,4,3,0,0,0,1,2,0
778,1,0,0,2,1,0,0,1,1,0,1,1,0,1
779,1,0,0,0,0,0,0,0,0,2,0,2,0,1
780,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA
781,2,0,1,2,1,0,0,0,1,1,0,2,1,1
782,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
783,0,0,0,0,0,3,0,0,3,0,1,1,2,1
784,0,0,0,0,1,2,0,0,0,4,NA,NA,NA,NA
785,1,0,0,0,0,0,0,0,0,0,0,0,0,2
786,0,0,2,1,0,0,0,0,0,0,3,1,1,1
787,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
788,0,1,0,2,0,0,2,0,2,0,2,1,6,2
789,0,0,0,2,0,1,1,1,1,1,2,0,0,1
790,0,2,0,0,0,0,2,1,2,0,0,1,0,1
791,2,1,1,0,2,0,0,1,0,0,0,0,NA,NA
792,1,0,1,1,2,0,3,1,1,2,NA,NA,NA,NA
793,1,1,0,0,0,2,0,0,0,0,NA,NA,NA,NA
794,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA
795,1,2,0,0,1,0,0,0,0,0,0,0,0,NA
796,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
797,3,0,1,1,0,0,0,0,1,0,0,1,1,1
798,1,3,1,0,0,0,0,1,0,0,NA,NA,NA,NA
799,0,0,1,0,0,0,0,1,0,0,0,0,1,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,0,1,2,3,1,0,1,0,0,2,NA,NA,NA,NA
802,0,2,0,3,0,2,1,1,0,3,0,2,3,1
803,0,1,0,1,1,0,0,0,1,2,1,0,1,1
804,0,0,0,0,0,0,0,0,2,1,0,0,0,0
805,0,1,1,0,1,4,1,0,2,0,0,3,1,2
806,1,0,1,0,2,1,2,0,1,0,0,0,2,0
807,1,0,2,1,1,1,0,2,3,1,0,0,0,0
808,0,0,0,0,0,0,0,1,1,0,0,0,0,0
809,0,1,0,0,1,0,0,0,2,1,0,0,0,0
810,3,1,1,0,1,0,1,1,1,1,NA,NA,NA,NA
811,0,0,0,0,0,0,0,0,0,0,0,0,2,0
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,1,1,2,0,2,1,2,1,0,2,1,2,3,3
814,3,2,0,2,0,1,0,1,0,1,0,1,1,0
815,0,1,0,0,0,0,2,1,1,2,2,0,0,0
816,2,0,0,0,0,2,0,0,1,1,NA,NA,NA,NA
817,1,0,0,0,2,0,0,1,0,0,0,0,1,0
818,3,1,1,1,3,2,0,1,3,3,2,1,0,1
819,0,1,0,2,1,3,0,2,0,1,2,2,2,3
820,0,1,1,1,3,0,1,1,0,0,NA,NA,NA,NA
821,0,0,0,0,0,2,0,0,0,0,2,1,0,3
822,0,1,0,1,1,0,0,0,0,0,0,0,0,0
823,0,0,0,1,0,0,0,2,0,0,2,0,0,0
824,1,0,0,0,0,0,0,2,0,0,0,0,NA,NA
825,0,2,0,1,1,1,1,1,0,3,NA,NA,NA,NA
826,0,2,0,3,1,0,3,0,0,2,0,2,1,0
827,0,0,0,2,0,0,1,0,0,1,0,0,0,0
828,1,0,0,0,0,0,0,0,0,0,0,0,0,0
829,3,2,0,0,0,0,0,0,4,0,0,0,0,1
830,0,0,1,0,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,2,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA
833,2,1,0,0,2,0,0,1,0,1,1,2,0,1
834,1,0,0,0,0,0,0,0,0,0,0,0,0,0
835,1,2,1,4,0,1,0,0,2,3,0,0,2,2
836,0,0,1,0,0,0,0,0,0,0,0,0,2,0
837,1,2,1,0,1,1,0,0,0,0,0,2,1,2
838,0,0,1,0,0,0,0,0,0,0,0,0,0,0
839,0,3,2,0,1,0,0,0,3,0,1,0,0,0
840,1,1,0,2,0,2,0,1,1,0,0,0,1,0
841,0,0,0,0,0,1,1,2,0,0,0,1,0,0
842,0,0,1,2,0,0,0,0,0,2,NA,NA,NA,NA
843,0,0,1,0,0,0,0,0,0,0,0,0,0,0
844,0,0,1,1,1,3,1,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,0,1,1,2,1,3,1,1,0,2,NA,NA,NA,NA
847,0,0,2,1,0,0,0,0,0,0,NA,NA,NA,NA
848,1,0,1,0,2,0,0,1,2,2,NA,NA,NA,NA
849,0,0,1,2,2,1,0,1,2,1,0,2,1,NA
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,0,0,0,2,1,4,0,1,0,0,0,0,0,0
852,0,0,3,0,3,1,1,1,1,0,0,0,2,1
853,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
854,3,0,3,1,0,1,2,0,0,0,1,0,1,3
855,0,0,1,1,2,0,4,1,1,2,NA,NA,NA,NA
856,0,0,1,1,1,0,3,2,1,0,0,0,NA,NA
857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,0,2,1,0,2,2,0,1,2,2,0,2,1,0
862,0,1,0,3,0,2,3,0,1,3,2,1,1,0
863,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
864,0,0,2,0,2,0,0,1,0,0,1,0,0,0
865,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
866,1,3,0,2,2,0,0,2,1,0,2,2,1,NA
867,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA
868,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA
869,3,0,1,0,3,0,3,0,0,0,NA,NA,NA,NA
870,0,1,0,0,1,3,0,0,0,1,2,0,0,0
871,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
872,0,0,0,0,0,0,0,0,0,0,0,1,0,0
873,1,0,1,0,2,1,1,0,1,1,1,0,1,NA
874,1,1,1,2,1,2,0,0,1,1,NA,NA,NA,NA
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,0,2,0,0,1,0,1,2,1,1,1,2,0,4
877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,0,4,0,1,0,0,1,0,0,0,NA,NA,NA,NA
879,2,0,1,1,3,1,1,0,1,3,NA,NA,NA,NA
880,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
881,0,0,0,1,0,0,0,0,0,2,NA,NA,NA,NA
882,0,1,1,0,0,4,0,0,4,0,NA,NA,NA,NA
883,3,1,0,1,0,2,2,1,0,2,1,0,1,0
884,0,1,0,0,1,0,2,0,0,1,NA,NA,NA,NA
885,0,0,0,0,1,0,0,2,0,0,1,0,1,0
886,1,1,1,0,0,2,0,0,0,0,0,0,0,1
887,1,2,1,0,1,0,1,0,1,1,NA,NA,NA,NA
888,1,2,0,1,1,1,0,1,0,0,NA,NA,NA,NA
889,1,2,0,0,0,0,0,0,0,2,NA,NA,NA,NA
890,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
891,0,0,0,0,0,1,0,2,1,1,2,0,3,2
892,1,1,1,1,1,1,0,0,1,1,NA,NA,NA,NA
893,0,0,1,2,1,1,1,0,1,2,NA,NA,NA,NA
894,0,1,0,1,2,1,0,1,0,0,3,0,1,2
